,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:1591,G:HGNC:9634,GMG,693,1815
3,G:HGNC:1591,G:HGNC:9634,GMDpDMG,846,7960
0,G:HGNC:4172,G:HGNC:6771,GTG,417,1055
1,G:HGNC:4172,G:HGNC:6771,GMDMG,2397,5079
2,G:HGNC:4172,G:HGNC:6771,GMDpDMG,2820,6799
0,G:HGNC:29503,G:HGNC:8616,GTG,394,701
5,G:HGNC:812,G:HGNC:12851,GMDpDMG,36,7547
4,G:HGNC:812,G:HGNC:12851,GMDMG,149,6198
0,G:HGNC:812,G:HGNC:12851,GDpDG,296,380
2,G:HGNC:812,G:HGNC:12851,GTG,397,667
3,G:HGNC:812,G:HGNC:12851,GMG,401,1362
1,G:HGNC:812,G:HGNC:12851,GDpDpDG,1915,5672
0,G:HGNC:6974,G:HGNC:15989,GMG,781,1555
1,G:HGNC:6974,G:HGNC:15989,GMDMG,1885,5188
2,G:HGNC:6974,G:HGNC:15989,GMDpDMG,4986,7016
3,G:HGNC:17016,G:HGNC:33521,GMDpDMG,132,6140
0,G:HGNC:17016,G:HGNC:33521,GTG,354,509
1,G:HGNC:17016,G:HGNC:33521,GMG,1027,1580
2,G:HGNC:17016,G:HGNC:33521,GMDMG,2246,5209
0,G:HGNC:2549,G:HGNC:29187,GTG,104,456
1,G:HGNC:2549,G:HGNC:29187,GMG,983,1482
2,G:HGNC:2549,G:HGNC:29187,GMDMG,2640,5450
3,G:HGNC:2549,G:HGNC:29187,GMDpDMG,4890,6425
1,G:HGNC:26968,G:HGNC:7544,GMDMG,985,3540
2,G:HGNC:26968,G:HGNC:7544,GMDpDMG,1253,5170
0,G:HGNC:26968,G:HGNC:7544,GMG,1560,1847
0,G:HGNC:6192,G:HGNC:11068,GTG,708,858
1,G:HGNC:6192,G:HGNC:11068,GMDMG,2402,3173
2,G:HGNC:6192,G:HGNC:11068,GMDpDMG,3533,5228
0,G:HGNC:15989,G:HGNC:12428,GTG,534,620
1,G:HGNC:15989,G:HGNC:12428,GMG,1020,1347
2,G:HGNC:15989,G:HGNC:12428,GMDMG,1058,3255
3,G:HGNC:15989,G:HGNC:12428,GMDpDMG,3241,5344
3,G:HGNC:924,G:HGNC:5039,GMDpDMG,250,7712
0,G:HGNC:924,G:HGNC:5039,GTG,325,549
1,G:HGNC:924,G:HGNC:5039,GMG,762,1117
2,G:HGNC:924,G:HGNC:5039,GMDMG,1200,6980
0,G:HGNC:11200,G:HGNC:17521,GTG,360,686
1,G:HGNC:11200,G:HGNC:17521,GMG,1369,2055
2,G:HGNC:11200,G:HGNC:17521,GMDMG,1879,6730
3,G:HGNC:11200,G:HGNC:17521,GMDpDMG,3192,7973
0,G:HGNC:3334,G:HGNC:16735,GTG,416,511
1,G:HGNC:3334,G:HGNC:16735,GMG,1079,1612
3,G:HGNC:3334,G:HGNC:16735,GMDpDMG,1486,6142
2,G:HGNC:3334,G:HGNC:16735,GMDMG,3139,4893
0,G:HGNC:19768,G:HGNC:21667,GTG,63,303
1,G:HGNC:19768,G:HGNC:21667,GMG,115,2427
3,G:HGNC:19768,G:HGNC:21667,GMDpDMG,793,7911
2,G:HGNC:19768,G:HGNC:21667,GMDMG,1758,7162
0,G:HGNC:587,G:HGNC:11729,GTG,157,639
1,G:HGNC:587,G:HGNC:11729,GMDMG,2371,4659
2,G:HGNC:587,G:HGNC:11729,GMDpDMG,4901,6711
1,G:HGNC:28994,G:HGNC:17497,GMDMG,1003,5655
0,G:HGNC:28994,G:HGNC:17497,GMG,1581,1761
2,G:HGNC:28994,G:HGNC:17497,GMDpDMG,3044,7540
0,G:HGNC:3775,G:HGNC:16852,GDpDG,360,443
2,G:HGNC:3775,G:HGNC:16852,GTG,691,833
3,G:HGNC:3775,G:HGNC:16852,GMG,1153,1271
1,G:HGNC:3775,G:HGNC:16852,GDpDpDG,1958,5749
4,G:HGNC:3775,G:HGNC:16852,GMDMG,4041,5020
5,G:HGNC:3775,G:HGNC:16852,GMDpDMG,4334,6107
1,G:HGNC:6281,G:HGNC:24055,GMDMG,1175,5509
0,G:HGNC:6281,G:HGNC:24055,GMG,1303,1951
2,G:HGNC:6281,G:HGNC:24055,GMDpDMG,3511,7302
0,G:HGNC:23247,G:HGNC:13075,GTG,386,562
3,G:HGNC:23247,G:HGNC:13075,GMDpDMG,955,6576
1,G:HGNC:23247,G:HGNC:13075,GMG,1734,2040
2,G:HGNC:23247,G:HGNC:13075,GMDMG,2237,5111
0,G:HGNC:6231,G:HGNC:8979,GDpDG,357,456
2,G:HGNC:6231,G:HGNC:8979,GTG,496,685
3,G:HGNC:6231,G:HGNC:8979,GMG,523,1309
1,G:HGNC:6231,G:HGNC:8979,GDpDpDG,2295,5749
4,G:HGNC:6231,G:HGNC:8979,GMDMG,4068,4702
5,G:HGNC:6231,G:HGNC:8979,GMDpDMG,4756,6401
0,G:HGNC:1599,G:HGNC:28313,GTG,148,554
1,G:HGNC:1599,G:HGNC:28313,GMG,796,1279
3,G:HGNC:1599,G:HGNC:28313,GMDpDMG,892,6877
2,G:HGNC:1599,G:HGNC:28313,GMDMG,1793,6086
0,G:HGNC:1599,G:HGNC:11641,GTG,145,737
1,G:HGNC:1599,G:HGNC:11641,GMDMG,648,5565
2,G:HGNC:1599,G:HGNC:11641,GMDpDMG,981,6425
2,G:HGNC:924,G:HGNC:19221,GMDpDMG,555,7482
0,G:HGNC:924,G:HGNC:19221,GMG,1202,1596
1,G:HGNC:924,G:HGNC:19221,GMDMG,1386,6888
0,G:HGNC:994,G:HGNC:17170,GTG,244,481
1,G:HGNC:994,G:HGNC:17170,GMG,1330,1724
2,G:HGNC:994,G:HGNC:17170,GMDMG,3899,5716
3,G:HGNC:994,G:HGNC:17170,GMDpDMG,5283,7158
2,G:HGNC:25248,G:HGNC:8979,GMDpDMG,1482,6631
0,G:HGNC:25248,G:HGNC:8979,GMG,1957,2113
1,G:HGNC:25248,G:HGNC:8979,GMDMG,2066,5456
0,G:HGNC:77,G:HGNC:11233,GTG,359,615
1,G:HGNC:77,G:HGNC:11233,GMG,1417,1592
2,G:HGNC:77,G:HGNC:11233,GMDMG,4199,4605
3,G:HGNC:77,G:HGNC:11233,GMDpDMG,4834,5205
0,G:HGNC:3433,G:HGNC:5467,GTG,489,638
1,G:HGNC:3433,G:HGNC:5467,GMDMG,2991,4043
1,G:HGNC:7602,G:HGNC:33521,GMDMG,597,5608
2,G:HGNC:7602,G:HGNC:33521,GMDpDMG,648,6300
0,G:HGNC:7602,G:HGNC:33521,GMG,872,1543
1,G:HGNC:5465,G:HGNC:17860,GMG,111,2282
0,G:HGNC:5465,G:HGNC:17860,GTG,342,648
3,G:HGNC:5465,G:HGNC:17860,GMDpDMG,1860,8160
2,G:HGNC:5465,G:HGNC:17860,GMDMG,2166,8291
0,G:HGNC:644,G:HGNC:29239,GDpDG,388,430
2,G:HGNC:644,G:HGNC:29239,GTG,681,803
3,G:HGNC:644,G:HGNC:29239,GMG,773,1265
4,G:HGNC:644,G:HGNC:29239,GMDMG,2813,4284
1,G:HGNC:644,G:HGNC:29239,GDpDpDG,2946,5724
5,G:HGNC:644,G:HGNC:29239,GMDpDMG,3668,5503
1,G:HGNC:12428,G:HGNC:12784,GTG,465,1009
0,G:HGNC:12428,G:HGNC:12784,GDpDpDG,2299,5626
2,G:HGNC:12428,G:HGNC:12784,GMDMG,3431,4338
3,G:HGNC:12428,G:HGNC:12784,GMDpDMG,5127,5984
0,G:HGNC:3093,G:HGNC:13175,GTG,379,559
1,G:HGNC:3093,G:HGNC:13175,GMG,1379,1581
2,G:HGNC:3093,G:HGNC:13175,GMDMG,3934,5094
3,G:HGNC:3093,G:HGNC:13175,GMDpDMG,5519,6489
0,G:HGNC:12558,G:HGNC:592,GTG,292,644
1,G:HGNC:12558,G:HGNC:592,GMG,907,2373
3,G:HGNC:12558,G:HGNC:592,GMDpDMG,1040,8049
2,G:HGNC:12558,G:HGNC:592,GMDMG,1450,7440
0,G:HGNC:4747,G:HGNC:6904,GTG,167,386
1,G:HGNC:4747,G:HGNC:6904,GMG,564,1723
2,G:HGNC:4747,G:HGNC:6904,GMDMG,2061,4777
3,G:HGNC:4747,G:HGNC:6904,GMDpDMG,3478,6727
0,G:HGNC:30208,G:HGNC:9508,GTG,520,803
0,G:HGNC:1591,G:HGNC:6854,GTG,92,564
1,G:HGNC:1591,G:HGNC:6854,GMG,1460,1484
2,G:HGNC:1591,G:HGNC:6854,GMDMG,2143,6845
3,G:HGNC:1591,G:HGNC:6854,GMDpDMG,4295,7735
0,G:HGNC:3538,G:HGNC:7602,GTG,466,661
2,G:HGNC:3538,G:HGNC:7602,GMDpDMG,1696,6935
1,G:HGNC:3538,G:HGNC:7602,GMDMG,2057,5738
1,G:HGNC:593,G:HGNC:9542,GMG,241,1112
0,G:HGNC:593,G:HGNC:9542,GTG,255,649
2,G:HGNC:593,G:HGNC:9542,GMDMG,1240,5623
3,G:HGNC:593,G:HGNC:9542,GMDpDMG,2250,6652
0,G:HGNC:4910,G:HGNC:4055,GTG,506,1041
2,G:HGNC:4910,G:HGNC:4055,GMDMG,1072,5270
1,G:HGNC:4910,G:HGNC:4055,GMG,1094,1348
3,G:HGNC:4910,G:HGNC:4055,GMDpDMG,2569,6812
0,G:HGNC:4623,G:HGNC:10783,GTG,363,505
1,G:HGNC:4623,G:HGNC:10783,GMG,1221,1516
2,G:HGNC:4623,G:HGNC:10783,GMDMG,2357,3859
3,G:HGNC:4623,G:HGNC:10783,GMDpDMG,3269,5725
0,G:HGNC:9688,G:HGNC:18955,GTG,301,541
2,G:HGNC:9688,G:HGNC:18955,GMDMG,1297,4754
1,G:HGNC:9688,G:HGNC:18955,GMG,1364,1753
3,G:HGNC:9688,G:HGNC:18955,GMDpDMG,3070,6085
0,G:HGNC:6679,G:HGNC:12659,GTG,109,491
1,G:HGNC:6679,G:HGNC:12659,GMG,783,1334
2,G:HGNC:6679,G:HGNC:12659,GMDMG,1896,4348
3,G:HGNC:6679,G:HGNC:12659,GMDpDMG,3679,5741
0,G:HGNC:4074,G:HGNC:14502,GMG,1350,2116
1,G:HGNC:4074,G:HGNC:14502,GMDMG,2818,4657
2,G:HGNC:4074,G:HGNC:14502,GMDpDMG,4353,6504
0,G:HGNC:21100,G:HGNC:20646,GTG,127,429
1,G:HGNC:21100,G:HGNC:20646,GMG,341,2025
2,G:HGNC:21100,G:HGNC:20646,GMDMG,388,6944
3,G:HGNC:21100,G:HGNC:20646,GMDpDMG,1636,7863
0,G:HGNC:7090,G:HGNC:9232,GTG,744,802
1,G:HGNC:7090,G:HGNC:9232,GMG,1638,1674
2,G:HGNC:7090,G:HGNC:9232,GMDMG,2319,4078
3,G:HGNC:7090,G:HGNC:9232,GMDpDMG,5583,6624
0,G:HGNC:30204,G:HGNC:11158,GTG,115,439
1,G:HGNC:30204,G:HGNC:11158,GMG,1861,2236
2,G:HGNC:30204,G:HGNC:11158,GMDMG,2271,5640
3,G:HGNC:30204,G:HGNC:11158,GMDpDMG,2959,6463
0,G:HGNC:30204,G:HGNC:9884,GTG,448,747
1,G:HGNC:30204,G:HGNC:9884,GMG,635,1523
3,G:HGNC:30204,G:HGNC:9884,GMDpDMG,2752,5612
2,G:HGNC:30204,G:HGNC:9884,GMDMG,3064,5480
0,G:HGNC:1071,G:HGNC:18584,GTG,668,816
1,G:HGNC:1071,G:HGNC:18584,GMG,1075,1177
0,G:HGNC:1579,G:HGNC:3433,GTG,352,643
1,G:HGNC:1579,G:HGNC:3433,GMG,874,1083
2,G:HGNC:1579,G:HGNC:3433,GMDMG,2610,2950
0,G:HGNC:3332,G:HGNC:8050,GTG,353,553
1,G:HGNC:3332,G:HGNC:8050,GMG,680,1737
2,G:HGNC:3332,G:HGNC:8050,GMDMG,2617,5549
3,G:HGNC:3332,G:HGNC:8050,GMDpDMG,2832,6156
0,G:HGNC:1591,G:HGNC:6877,GTG,514,878
0,G:HGNC:6968,G:HGNC:11969,GTG,246,412
1,G:HGNC:6968,G:HGNC:11969,GMG,690,2015
2,G:HGNC:6968,G:HGNC:11969,GMDMG,1072,7316
3,G:HGNC:6968,G:HGNC:11969,GMDpDMG,2026,8047
0,G:HGNC:9369,G:HGNC:13057,GTG,92,306
1,G:HGNC:9369,G:HGNC:13057,GMG,690,2673
3,G:HGNC:9369,G:HGNC:13057,GMDpDMG,1429,8064
2,G:HGNC:9369,G:HGNC:13057,GMDMG,2676,7627
0,G:HGNC:1069,G:HGNC:9702,GTG,665,811
1,G:HGNC:1069,G:HGNC:9702,GMG,1025,1963
2,G:HGNC:1069,G:HGNC:9702,GMDMG,4722,5513
3,G:HGNC:1069,G:HGNC:9702,GMDpDMG,5640,7044
0,G:HGNC:3115,G:HGNC:32669,GTG,438,586
1,G:HGNC:3115,G:HGNC:32669,GMG,668,1432
2,G:HGNC:3115,G:HGNC:32669,GMDMG,2576,6754
3,G:HGNC:3115,G:HGNC:32669,GMDpDMG,5255,7517
0,G:HGNC:10890,G:HGNC:12791,GTG,569,709
1,G:HGNC:10890,G:HGNC:12791,GMG,1324,1376
2,G:HGNC:10890,G:HGNC:12791,GMDMG,4577,4965
3,G:HGNC:10890,G:HGNC:12791,GMDpDMG,5736,5859
0,G:HGNC:13488,G:HGNC:25885,GTG,552,650
3,G:HGNC:13488,G:HGNC:25885,GMDpDMG,1540,5649
1,G:HGNC:13488,G:HGNC:25885,GMG,1543,1700
2,G:HGNC:13488,G:HGNC:25885,GMDMG,1887,4607
0,G:HGNC:3711,G:HGNC:20646,GTG,377,502
2,G:HGNC:3711,G:HGNC:20646,GMDMG,497,7434
3,G:HGNC:3711,G:HGNC:20646,GMDpDMG,709,8005
1,G:HGNC:3711,G:HGNC:20646,GMG,1346,1878
1,G:HGNC:11763,G:HGNC:12663,GMG,91,905
0,G:HGNC:11763,G:HGNC:12663,GTG,108,612
3,G:HGNC:11763,G:HGNC:12663,GMDpDMG,4287,6001
2,G:HGNC:11763,G:HGNC:12663,GMDMG,4430,5576
0,G:HGNC:5465,G:HGNC:272,GTG,490,573
1,G:HGNC:5465,G:HGNC:272,GMG,1470,2415
3,G:HGNC:5465,G:HGNC:272,GMDpDMG,3584,7678
2,G:HGNC:5465,G:HGNC:272,GMDMG,3907,6723
1,G:HGNC:3214,G:HGNC:20889,GTG,386,585
2,G:HGNC:3214,G:HGNC:20889,GMG,1157,1480
3,G:HGNC:3214,G:HGNC:20889,GMDMG,3161,5391
0,G:HGNC:3214,G:HGNC:20889,GDpDpDG,4558,5424
4,G:HGNC:3214,G:HGNC:20889,GMDpDMG,4893,6748
2,G:HGNC:8620,G:HGNC:11283,GMG,128,399
3,G:HGNC:8620,G:HGNC:11283,GMDMG,444,2381
1,G:HGNC:8620,G:HGNC:11283,GTG,815,1243
0,G:HGNC:8620,G:HGNC:11283,GDpDpDG,3137,4956
0,G:HGNC:3115,G:HGNC:21610,GTG,414,562
1,G:HGNC:3115,G:HGNC:21610,GMG,587,1379
2,G:HGNC:3115,G:HGNC:21610,GMDMG,4020,5932
3,G:HGNC:3115,G:HGNC:21610,GMDpDMG,5892,6504
0,G:HGNC:10452,G:HGNC:12796,GTG,564,740
1,G:HGNC:10452,G:HGNC:12796,GMG,1046,1337
2,G:HGNC:10452,G:HGNC:12796,GMDMG,4099,5444
3,G:HGNC:10452,G:HGNC:12796,GMDpDMG,6071,6519
0,G:HGNC:37931,G:HGNC:990,GTG,536,758
1,G:HGNC:37931,G:HGNC:990,GMG,712,1486
3,G:HGNC:37931,G:HGNC:990,GMDpDMG,977,7936
2,G:HGNC:37931,G:HGNC:990,GMDMG,1545,8034
1,G:HGNC:9688,G:HGNC:16783,GTG,192,573
2,G:HGNC:9688,G:HGNC:16783,GMG,1351,1507
3,G:HGNC:9688,G:HGNC:16783,GMDMG,2092,4403
0,G:HGNC:9688,G:HGNC:16783,GDpDpDG,3045,4959
4,G:HGNC:9688,G:HGNC:16783,GMDpDMG,3883,6012
0,G:HGNC:1579,G:HGNC:9237,GTG,383,865
1,G:HGNC:1579,G:HGNC:9237,GMG,928,1038
2,G:HGNC:1579,G:HGNC:9237,GMDMG,2334,2953
3,G:HGNC:1579,G:HGNC:9237,GMDpDMG,3750,4887
2,G:HGNC:18584,G:HGNC:25950,GMDpDMG,328,5143
0,G:HGNC:18584,G:HGNC:25950,GMG,994,1601
1,G:HGNC:18584,G:HGNC:25950,GMDMG,1641,3563
0,G:HGNC:6192,G:HGNC:9107,GTG,714,826
1,G:HGNC:6192,G:HGNC:9107,GMG,1032,1141
2,G:HGNC:6192,G:HGNC:9107,GMDMG,1707,3217
3,G:HGNC:6192,G:HGNC:9107,GMDpDMG,2953,4716
0,G:HGNC:30292,G:HGNC:33383,GMG,735,1841
1,G:HGNC:30292,G:HGNC:33383,GMDMG,4074,5729
2,G:HGNC:30292,G:HGNC:33383,GMDpDMG,4912,6160
0,G:HGNC:5241,G:HGNC:6679,GTG,340,784
1,G:HGNC:5241,G:HGNC:6679,GMG,1285,1355
2,G:HGNC:5241,G:HGNC:6679,GMDMG,3177,5330
3,G:HGNC:5241,G:HGNC:6679,GMDpDMG,3783,7085
0,G:HGNC:172,G:HGNC:21060,GMG,867,1631
1,G:HGNC:172,G:HGNC:21060,GMDMG,1850,5398
2,G:HGNC:172,G:HGNC:21060,GMDpDMG,2204,7064
2,G:HGNC:3538,G:HGNC:7111,GMDMG,254,6872
0,G:HGNC:3538,G:HGNC:7111,GTG,630,698
3,G:HGNC:3538,G:HGNC:7111,GMDpDMG,654,7677
1,G:HGNC:3538,G:HGNC:7111,GMG,655,2166
0,G:HGNC:533,G:HGNC:12945,GTG,726,776
1,G:HGNC:533,G:HGNC:12945,GMDMG,2198,3284
2,G:HGNC:533,G:HGNC:12945,GMDpDMG,2286,4897
0,G:HGNC:26244,G:HGNC:32008,GTG,93,320
1,G:HGNC:26244,G:HGNC:32008,GMG,265,1839
2,G:HGNC:26244,G:HGNC:32008,GMDMG,2632,3932
3,G:HGNC:26244,G:HGNC:32008,GMDpDMG,4507,6190
0,G:HGNC:10908,G:HGNC:28771,GMG,1196,1665
1,G:HGNC:10908,G:HGNC:28771,GMDMG,2255,5104
2,G:HGNC:10908,G:HGNC:28771,GMDpDMG,4729,6691
2,G:HGNC:4983,G:HGNC:1363,GMDpDMG,316,7234
1,G:HGNC:4983,G:HGNC:1363,GMDMG,808,6201
0,G:HGNC:4983,G:HGNC:1363,GMG,1074,1885
1,G:HGNC:6407,G:HGNC:10241,GTG,360,560
2,G:HGNC:6407,G:HGNC:10241,GMG,1742,1761
4,G:HGNC:6407,G:HGNC:10241,GMDpDMG,1819,6798
3,G:HGNC:6407,G:HGNC:10241,GMDMG,1937,6501
0,G:HGNC:6407,G:HGNC:10241,GDpDpDG,4447,5431
0,G:HGNC:1784,G:HGNC:11142,GTG,491,718
1,G:HGNC:1784,G:HGNC:11142,GMG,710,1957
3,G:HGNC:1784,G:HGNC:11142,GMDpDMG,1666,8026
2,G:HGNC:1784,G:HGNC:11142,GMDMG,2555,7010
0,G:HGNC:1504,G:HGNC:12412,GTG,369,644
3,G:HGNC:1504,G:HGNC:12412,GMDpDMG,508,7160
1,G:HGNC:1504,G:HGNC:12412,GMG,1289,1576
2,G:HGNC:1504,G:HGNC:12412,GMDMG,1315,7267
0,G:HGNC:6974,G:HGNC:32008,GTG,277,452
1,G:HGNC:6974,G:HGNC:32008,GMG,1389,1518
2,G:HGNC:6974,G:HGNC:32008,GMDMG,3895,4765
3,G:HGNC:6974,G:HGNC:32008,GMDpDMG,3996,6533
0,G:HGNC:613,G:HGNC:33521,GTG,709,754
1,G:HGNC:613,G:HGNC:33521,GMG,1091,1199
2,G:HGNC:613,G:HGNC:33521,GMDMG,2726,4921
3,G:HGNC:613,G:HGNC:33521,GMDpDMG,3395,5573
3,G:HGNC:23247,G:HGNC:21863,GMDpDMG,74,7151
1,G:HGNC:23247,G:HGNC:21863,GMG,1279,2102
2,G:HGNC:23247,G:HGNC:21863,GMDMG,1876,5948
0,G:HGNC:23247,G:HGNC:21863,GDpDpDG,2642,5190
1,G:HGNC:6156,G:HGNC:9887,GMG,227,1502
0,G:HGNC:6156,G:HGNC:9887,GTG,608,738
2,G:HGNC:6156,G:HGNC:9887,GMDMG,830,5140
3,G:HGNC:6156,G:HGNC:9887,GMDpDMG,3300,6482
3,G:HGNC:13518,G:HGNC:4044,GMDpDMG,43,8061
0,G:HGNC:13518,G:HGNC:4044,GTG,166,512
2,G:HGNC:13518,G:HGNC:4044,GMDMG,253,7678
1,G:HGNC:13518,G:HGNC:4044,GMG,570,1654
0,G:HGNC:18717,G:HGNC:13628,GMG,1868,2054
1,G:HGNC:18717,G:HGNC:13628,GMDMG,2782,6594
2,G:HGNC:18717,G:HGNC:13628,GMDpDMG,3762,6564
0,G:HGNC:18646,G:HGNC:6324,GTG,350,469
3,G:HGNC:18646,G:HGNC:6324,GMDpDMG,1007,7487
1,G:HGNC:18646,G:HGNC:6324,GMG,1238,1559
2,G:HGNC:18646,G:HGNC:6324,GMDMG,1991,5860
2,G:HGNC:18421,G:HGNC:391,GMDMG,405,7800
0,G:HGNC:18421,G:HGNC:391,GTG,681,1041
1,G:HGNC:18421,G:HGNC:391,GMG,1433,1877
3,G:HGNC:18421,G:HGNC:391,GMDpDMG,1775,7563
1,G:HGNC:172,G:HGNC:3115,GMG,233,1449
0,G:HGNC:172,G:HGNC:3115,GTG,502,680
2,G:HGNC:172,G:HGNC:3115,GMDMG,944,7266
3,G:HGNC:172,G:HGNC:3115,GMDpDMG,2891,7876
0,G:HGNC:1777,G:HGNC:11408,GTG,197,716
1,G:HGNC:1777,G:HGNC:11408,GMG,1572,2041
3,G:HGNC:1777,G:HGNC:11408,GMDpDMG,2065,7734
2,G:HGNC:1777,G:HGNC:11408,GMDMG,3561,7334
0,G:HGNC:1722,G:HGNC:6735,GPdPG,26,56
1,G:HGNC:1722,G:HGNC:6735,GTG,504,1046
2,G:HGNC:1722,G:HGNC:6735,GMG,737,987
3,G:HGNC:1722,G:HGNC:6735,GMDMG,3397,4403
4,G:HGNC:1722,G:HGNC:6735,GMDpDMG,4977,5502
0,G:HGNC:5961,G:HGNC:6904,GTG,260,637
1,G:HGNC:5961,G:HGNC:6904,GMG,1219,1478
2,G:HGNC:5961,G:HGNC:6904,GMDMG,3458,4179
3,G:HGNC:5961,G:HGNC:6904,GMDpDMG,3860,4470
0,G:HGNC:795,G:HGNC:6285,GMG,731,1366
1,G:HGNC:795,G:HGNC:6285,GMDMG,3863,6503
2,G:HGNC:795,G:HGNC:6285,GMDpDMG,5069,7381
0,G:HGNC:1386,G:HGNC:6281,GMG,385,1604
1,G:HGNC:1386,G:HGNC:6281,GMDMG,3448,4604
2,G:HGNC:1386,G:HGNC:6281,GMDpDMG,4264,6238
0,G:HGNC:20967,G:HGNC:32669,GMG,1212,1347
1,G:HGNC:20967,G:HGNC:32669,GMDMG,1980,5825
2,G:HGNC:20967,G:HGNC:32669,GMDpDMG,2267,6856
0,G:HGNC:172,G:HGNC:11160,GTG,438,601
2,G:HGNC:172,G:HGNC:11160,GMDMG,1253,5764
3,G:HGNC:172,G:HGNC:11160,GMDpDMG,1356,7241
1,G:HGNC:172,G:HGNC:11160,GMG,1479,1616
0,G:HGNC:959,G:HGNC:25883,GTG,589,801
1,G:HGNC:959,G:HGNC:25883,GMDMG,1691,4673
2,G:HGNC:959,G:HGNC:25883,GMDpDMG,1700,6644
0,G:HGNC:14625,G:HGNC:18955,GTG,169,367
2,G:HGNC:14625,G:HGNC:18955,GMDMG,540,5573
1,G:HGNC:14625,G:HGNC:18955,GMG,1084,1599
3,G:HGNC:14625,G:HGNC:18955,GMDpDMG,1787,6353
0,G:HGNC:19741,G:HGNC:10887,GMG,1181,1437
1,G:HGNC:19741,G:HGNC:10887,GMDMG,2307,4268
2,G:HGNC:19741,G:HGNC:10887,GMDpDMG,4282,5904
3,G:HGNC:16245,G:HGNC:592,GMDpDMG,88,8332
0,G:HGNC:16245,G:HGNC:592,GTG,217,541
2,G:HGNC:16245,G:HGNC:592,GMDMG,488,7655
1,G:HGNC:16245,G:HGNC:592,GMG,1011,2392
0,G:HGNC:9583,G:HGNC:11233,GTG,349,642
1,G:HGNC:9583,G:HGNC:11233,GMG,1062,1468
2,G:HGNC:9583,G:HGNC:11233,GMDMG,4693,4961
3,G:HGNC:9583,G:HGNC:11233,GMDpDMG,4762,5277
0,G:HGNC:6914,G:HGNC:7373,GTG,365,636
1,G:HGNC:6914,G:HGNC:7373,GMG,840,1229
2,G:HGNC:6914,G:HGNC:7373,GMDMG,4036,5077
3,G:HGNC:6914,G:HGNC:7373,GMDpDMG,4919,5970
0,G:HGNC:20092,G:HGNC:17088,GTG,389,601
1,G:HGNC:20092,G:HGNC:17088,GMG,461,1112
2,G:HGNC:20092,G:HGNC:17088,GMDMG,3923,4585
3,G:HGNC:20092,G:HGNC:17088,GMDpDMG,4609,6297
1,G:HGNC:23247,G:HGNC:7785,GMDMG,215,5982
2,G:HGNC:23247,G:HGNC:7785,GMDpDMG,395,7550
0,G:HGNC:23247,G:HGNC:7785,GMG,677,2399
0,G:HGNC:14581,G:HGNC:1239,GTG,763,807
0,G:HGNC:12691,G:HGNC:11233,GTG,396,891
1,G:HGNC:12691,G:HGNC:11233,GMDMG,2042,3157
2,G:HGNC:12691,G:HGNC:11233,GMDpDMG,3077,4536
0,G:HGNC:9955,G:HGNC:18078,GTG,224,1103
1,G:HGNC:9955,G:HGNC:18078,GMDMG,1328,5573
2,G:HGNC:9955,G:HGNC:18078,GMDpDMG,1444,7068
0,G:HGNC:2750,G:HGNC:17860,GTG,415,943
1,G:HGNC:2750,G:HGNC:17860,GMG,909,1263
2,G:HGNC:2750,G:HGNC:17860,GMDMG,4171,4481
0,G:HGNC:8804,G:HGNC:10056,GTG,615,750
1,G:HGNC:8804,G:HGNC:10056,GMDMG,4773,5285
2,G:HGNC:8804,G:HGNC:10056,GMDpDMG,5443,6678
0,G:HGNC:2549,G:HGNC:1343,GTG,250,440
2,G:HGNC:2549,G:HGNC:1343,GMDMG,1853,4142
1,G:HGNC:2549,G:HGNC:1343,GMG,1855,1999
3,G:HGNC:2549,G:HGNC:1343,GMDpDMG,3368,5962
0,G:HGNC:5238,G:HGNC:20863,GMG,1353,1538
1,G:HGNC:5238,G:HGNC:20863,GMDMG,1364,3253
2,G:HGNC:5238,G:HGNC:20863,GMDpDMG,5529,5918
0,G:HGNC:3433,G:HGNC:10056,GTG,296,532
1,G:HGNC:3433,G:HGNC:10056,GMG,1183,1466
2,G:HGNC:3433,G:HGNC:10056,GMDMG,4775,5042
3,G:HGNC:3433,G:HGNC:10056,GMDpDMG,5090,5104
0,G:HGNC:26128,G:HGNC:26876,GTG,48,299
1,G:HGNC:26128,G:HGNC:26876,GMG,1294,1587
3,G:HGNC:26128,G:HGNC:26876,GMDpDMG,3095,5914
2,G:HGNC:26128,G:HGNC:26876,GMDMG,3411,4763
0,G:HGNC:6347,G:HGNC:6914,GTG,79,553
1,G:HGNC:6347,G:HGNC:6914,GMG,1194,1437
3,G:HGNC:6347,G:HGNC:6914,GMDpDMG,3107,6663
2,G:HGNC:6347,G:HGNC:6914,GMDMG,3192,5604
2,G:HGNC:7773,G:HGNC:9256,GMDMG,68,3068
0,G:HGNC:7773,G:HGNC:9256,GTG,343,557
1,G:HGNC:7773,G:HGNC:9256,GMG,395,1264
3,G:HGNC:7773,G:HGNC:9256,GMDpDMG,4636,5440
1,G:HGNC:11773,G:HGNC:1343,GTG,545,605
2,G:HGNC:11773,G:HGNC:1343,GMG,777,1921
3,G:HGNC:11773,G:HGNC:1343,GMDMG,3201,6193
